Status;Emotional state;Pose;Friendly name;Animation name;Animation type;Transition;Look ats;Tags;Dialog generator - animation speed;Generator generator - animation weight
;;;exit right;low_standing_happy_exit_right;Exit;;;;0.72-1.0;0.4-1.0
;;;one step forward;low_standing_happy_gesture_one_step_forward;Gesture, Move;;;;0.72-1.0;0.4-1.0
;;;to: High Sitting Bored;low_standing_happy_to_high_sitting_bored;Transition;High, Bored, Sitting;;;0.72-1.0;0.4-1.0
;;;to: Low Standing Devastated;low_standing_happy_to_low_standing_devastated;Transition;Low, Devastated, Standing;;;0.72-1.0;0.4-1.0
;;Sitting;idle;low_sitting_happy_idle;Idle;;low_sitting_happy_body_lookat, low_sitting_happy_head_lookat;;0.72-1.0;0.4-1.0
;;;to: High Sitting Determined;low_sitting_happy_to_high_sitting_determined;Transition;High, Determined, Sitting;;;0.72-1.0;0.4-1.0
;;;walk right to: High Standing Determined;low_sitting_happy_walk_to_high_standing_determined;Transition;High, Determined, Standing;;;0.72-1.0;0.4-1.0
;;;to: High Standing Determined;low_sitting_happy_to_high_standing_determined;Transition;High, Determined, Standing;;;0.72-1.0;0.4-1.0
;;;smoking to: Low Sitting Happy;man_sit_work_pipe_to_low_sitting_happy;Transition;Low, Happy, Sitting;;;0.72-1.0;0.4-1.0
;;;xxx;xxx;;;;;0.72-1.0;0.4-1.0
;;Sitting Ground;idle;low_sitting_ground_happy_idle;Idle;;low_sitting_ground_happy_body_lookat, low_sitting_ground_happy_head_lookat;;0.72-1.0;0.4-1.0
;;;headache;low_sitting_ground_happy_gesture_headache;Gesture;;;;0.72-1.0;0.4-1.0
;;;to: Low Standing Aggressive;low_sitting_ground_happy_to_low_standing_aggressive;Transition;Low, Aggressive, Standing;;;0.72-1.0;0.4-1.0
;;Standing Leaning;idle;low_standing_leaning_happy_idle ;Idle;;high_standing_determined_body_lookat, high_standing_determined_head_lookat;;0.72-1.0;0.4-1.0
;;;xxx;xxx;;;;;0.72-1.0;0.4-1.0
;;Sitting Leaning;idle;low_sitting_leaning_happy_idle;Idle;;low_sitting_sad_body_lookat, low_sitting_sad_head_lookat;;0.72-1.0;0.4-1.0
;;;xxx;xxx;;;;;0.72-1.0;0.4-1.0
;;Kneeling;xxx;xxx;;;;;0.72-1.0;0.4-1.0
;;;xxx;xxx;;;;;0.72-1.0;0.4-1.0
;;Lying;xxx;xxx;;;;;0.72-1.0;0.4-1.0
;;Lying Sleeping;idle;low_lying_down_happy_sleeping_idle;Idle;;high_standing_determined_body_lookat, high_standing_determined_head_lookat;;0.72-1.0;0.4-1.0
;;;to: Low Sitting Sad;low_lying_down_happy_sleeping_wake_up_to_low_sitting_sad;Transition;Low, Sad, Sitting;;;0.72-1.0;0.4-1.0
;Proud;Standing;idle;low_standing_proud_idle;Idle;;high_standing_determined_body_lookat, high_standing_determined_head_lookat;;0.72-1.0;0.4-1.0
;;;exit back;low_standing_proud_exit_back;Exit;;;;0.72-1.0;0.4-1.0
;;;enter back;low_standing_proud_enter_back;Enter;;;;0.72-1.0;0.4-1.0
;;;enter front;low_standing_proud_enter_frontal;Enter;;;;0.72-1.0;0.4-1.0
;;;enter left;low_standing_proud_enter_leftside;Enter;;;;0.72-1.0;0.4-1.0
;;;enter right;low_standing_proud_enter_rightside;Enter;;;;0.72-1.0;0.4-1.0
;;;exit front;low_standing_proud_exit_frontal;Exit;;;;0.72-1.0;0.4-1.0
;;;exit left;low_standing_proud_exit_leftside;Exit;;;;0.72-1.0;0.4-1.0
;;;exit right;low_standing_proud_exit_rightside;Exit;;;;0.72-1.0;0.4-1.0
;;;turn 90 left;low_standing_proud_turn90_left;Move, Gesture;;;;0.72-1.0;0.4-1.0
;;;turn 90 right;low_standing_proud_turn90_right;Move, Gesture;;;;0.72-1.0;0.4-1.0
;;Sitting;idle;low_sitting_proud_idle;Idle;;low_sitting_proud_body_lookat, low_sitting_proud_head_lookat;;0.72-1.0;0.4-1.0
;;;pouring water;low_sitting_proud_gesture_pouring_water;Gesture;;;;0.72-1.0;0.4-1.0
;;Standing Leaning;idle;low_standing_leaning_proud_idle ;Idle;;high_standing_determined_body_lookat, high_standing_determined_head_lookat;;0.72-1.0;0.4-1.0
;;;xxx;xxx;;;;;0.72-1.0;0.4-1.0
;;Sitting Leaning;idle;low_sitting_leaning_proud_idle;Idle;;low_sitting_leaning_proud_body_lookat, low_sitting_leaning_proud_head_lookat;;0.72-1.0;0.4-1.0
;;;shrug;low_sitting_leaning_proud_gesture_shrug;Gesture;;;Talk, Listen;0.72-1.0;0.4-1.0
;;;counting;low_sitting_leaning_proud_gesture_counting;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;discomfort;low_sitting_leaning_proud_gesture_discomfort;Gesture;;;Talk, Listen;0.72-1.0;0.4-1.0
;;;drink_01;low_sitting_leaning_proud_gesture_drink_01;Gesture;;;;0.72-1.0;0.4-1.0
;;;drink_02;low_sitting_leaning_proud_gesture_drink_02;Gesture;;;;0.72-1.0;0.4-1.0
;;;explaining 1;low_sitting_leaning_proud_gesture_explaining_1;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;explaining 2;low_sitting_leaning_proud_gesture_explaining_2;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;explaining 3;low_sitting_leaning_proud_gesture_explaining_3;Gesture;;;Talk, Shout;0.72-1.0;0.4-1.0
;;;head shake;low_sitting_leaning_proud_gesture_headshake;Gesture;;;Talk, Listen;0.72-1.0;0.4-1.0
;;;no idea;low_sitting_leaning_proud_gesture_noidea;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;point back;low_sitting_leaning_proud_gesture_point_back;Gesture;;;;0.72-1.0;0.4-1.0
;;;pride;low_sitting_leaning_proud_gesture_pride;Gesture;;;;0.72-1.0;0.4-1.0
;;;raise finger;low_sitting_leaning_proud_gesture_raise_finger;Gesture;;;;0.72-1.0;0.4-1.0
;;;sarcastic surprise;low_sitting_leaning_proud_gesture_sarcastic_surprise;Gesture;;;Talk, Listen;0.72-1.0;0.4-1.0
;;;baron waltz - baron;custom_waltzing_baron_and_maid_baron;Gesture;;;;0.72-1.0;0.4-1.0
;;;baron waltz - maid;custom_waltzing_baron_and_maid_maid;Gesture;;;;0.72-1.0;0.4-1.0
;;;exit right;low_sitting_leaning_proud_exit_right;Gesture;;;;0.72-1.0;0.4-1.0
;;Kneeling;xxx;xxx;;;;;0.72-1.0;0.4-1.0
;;;xxx;xxx;;;;;0.72-1.0;0.4-1.0
;;Laying;xxx;xxx;;;;;0.72-1.0;0.4-1.0
;;;xxx;xxx;;;;;0.72-1.0;0.4-1.0
;Respectful;Bow;idle;low_respectful_bow_idle;Idle;;low_respectful_bow_body_lookat, low_respectful_bow_head_lookat;;0.72-1.0;0.4-1.0
;;;to: high Standing Happy;low_respectful_bow_to_high_standing_happy;Transition;High, Standing, Happy;;;0.72-1.0;0.4-1.0
;Sad;Standing;idle;low_standing_sad_idle;Idle;;low_standing_sad_body_lookat, low_standing_sad_head_lookat;;0.72-1.0;0.4-1.0
;;;turn 90 left;low_standing_sad_turn90_left;Move, Gesture;;;;0.72-1.0;0.4-1.0
;;;turn 90 right;low_standing_sad_turn90_right;Move, Gesture;;;;0.72-1.0;0.4-1.0
;;;show right wide;low_standing_sad_gesture_show_right;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;to: Low Kneeling Devastated;low_standing_sad_to_low_kneeling_devastated;Transition;Low, Devastated, Kneeling;;;0.72-1.0;0.4-1.0
;;Standing Beaten;idle;low_standing_sad_beaten_idle;Idle;;low_standing_sad_body_lookat, low_standing_sad_head_lookat;;0.72-1.0;0.4-1.0
;;Channeling;idle;low_channeling_sad_idle;Idle;;low_channeling_sad_body_lookat, low_channeling_sad_head_lookat;;0.72-1.0;0.4-1.0
;;;to: High Standing Determined;low_channeling_sad_to_high_standing_determined;Transition;High, Determined, Standing;;;0.72-1.0;0.4-1.0
;;Sitting;idle;low_sitting_sad_idle;Idle;;low_sitting_sad_body_lookat, low_sitting_sad_head_lookat;;0.72-1.0;0.4-1.0
;;;to: High Standing Sad;low_sitting_sad_to_high_standing_sad;Transition;High, Sad, Standing;;;0.72-1.0;0.4-1.0
;;;both hands 1;low_sitting_sad_gesture_both_hand_1;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;chest down;low_sitting_sad_gesture_chest_down;Gesture;;;Talk, Listen;0.72-1.0;0.4-1.0
;;;chest up;low_sitting_sad_gesture_chest_up;Gesture;;;Talk, Listening;0.72-1.0;0.4-1.0
;;;"head ""search""";low_sitting_sad_gesture_head_search;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;head up;low_sitting_sad_gesture_head_up;Gesture;;;Talk, Listen;0.72-1.0;0.4-1.0
;;;sigh;low_sitting_sad_gesture_sigh;Gesture;;;Talk, Listen;0.72-1.0;0.4-1.0
;;;to: Sitting Head Up;low_sitting_sad_to_head_up;Transition;Low, Sad, Sitting Head Up;;;0.72-1.0;0.4-1.0
;;;go away 1;low_sitting_sad_gesture_go_away_1;Gesture;;;Talk, Shout;0.72-1.0;0.4-1.0
;;;to: High Sitting Sad;low_sitting_sad_to_high_sitting_sad;Transition;High, Sad, Sitting;;;0.72-1.0;0.4-1.0
;;;to: Low Sitting Devastated;low_sitting_sad_to_low_sitting_devastated;Transition;Low, Devastated, Sitting;;;0.72-1.0;0.4-1.0
;;;to: Low Standing Bored;low_sitting_sad_to_low_standing_bored;Transition;Low, Bored, Standing;;;0.72-1.0;0.4-1.0
;;;to: High Sitting3 Determined;low_sitting_sad_to_high_sitting3_determined;Transition;High, Determined, Sitting 3;;;0.72-1.0;0.4-1.0
;;Sitting Baron;idle;low_sitting_sad_baron_idle;Idle;;low_sitting_sad_body_lookat, low_sitting_sad_head_lookat;;0.72-1.0;0.4-1.0
;;;to: Low Sitting Baron Head Up Sad;low_sitting_sad_baron_to_low_sitting_sad_head_up_baron;Transition;Low, Sad, Sitting Baron Head Up;;;0.72-1.0;0.4-1.0
;;Sitting Baron Head Up;idle;low_sitting_sad_head_up_baron_idle;Idle;;low_sitting_sad_body_lookat, low_sitting_sad_head_lookat;;0.72-1.0;0.4-1.0
;;;to: Low Sitting Baron Sad;low_sitting_sad_head_up_baron_to_low_sitting_sad_baron;Transition;Low, Sad, Sitting Baron;;;0.72-1.0;0.4-1.0
;;Sitting Pieta;idle;pieta_triss_idle;Idle;;low_sitting_sad_body_lookat, low_sitting_sad_head_lookat;;0.72-1.0;0.4-1.0
;;Dead Pieta;idle;pieta_keira_idle;Idle;;low_sitting_sad_body_lookat, low_sitting_sad_head_lookat;;0.72-1.0;0.4-1.0
;;Sitting Head Up;idle;low_sitting_sad_head_up_idle;Idle;;low_sitting_sad_headup_body_lookat, low_sitting_sad_headup_head_lookat;;0.72-1.0;0.4-1.0
;;;explain 01;low_sitting_sad_headup_gesture_explain_01;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;explain 02;low_sitting_sad_headup_gesture_explain_02;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;question 01;low_sitting_sad_headup_gesture_question_01;Gesture;;;Talk, Question;0.72-1.0;0.4-1.0
;;;question 02;low_sitting_sad_headup_gesture_question_02;Gesture;;;Talk, Question;0.72-1.0;0.4-1.0
;;;to: Low Sitting Sad;head_up_to_low_sitting_sad;Transition;Low, Sad, Sitting;;;0.72-1.0;0.4-1.0
;;Standing Leaning;idle;low_standing_leaning_sad_idle ;Idle;;high_standing_determined_body_lookat, high_standing_determined_head_lookat;;0.72-1.0;0.4-1.0
;;;xxx;xxx;;;;;0.72-1.0;0.4-1.0
;;Sitting Leaning;idle;low_sitting_leaning_sad_idle ;Idle;;low_sitting_ground_sad_body_lookat, low_sitting_ground_sad_head_lookat;;0.72-1.0;0.4-1.0
;;;xxx;xxx;;;;;0.72-1.0;0.4-1.0
;;Sitting Ground;idle;low_sitting_ground_sad_idle;Idle;;low_sitting_sad_body_lookat, low_sitting_sad_head_lookat;;0.72-1.0;0.4-1.0
;;;hold baby idle;low_sitting_ground_holding_baby_idle;Idle;;low_sitting_sad_body_lookat, low_sitting_sad_head_lookat;;0.72-1.0;0.4-1.0
;;;head up;low_sitting_ground_sad_gesture_head_up;Gesture;;;Talk, Listen, React;0.72-1.0;0.4-1.0
;;;scratch chin;low_sitting_ground_sad_gesture_chin_scratch;Gesture;;;Talk, Listen, React;0.72-1.0;0.4-1.0
;;Sitting Ground Tied Up;idle;low_sitting_ground_tiedup_idle;Idle;;low_sitting_sad_body_lookat, low_sitting_sad_head_lookat;;0.72-1.0;0.4-1.0
;;Kneeling;xxx;xxx;;;;;0.72-1.0;0.4-1.0
;;;xxx;xxx;;;;;0.72-1.0;0.4-1.0
;;Laying;Idle;low_lying_sad_idle;Idle;;high_standing_determined_body_lookat, high_standing_determined_head_lookat;;0.72-1.0;0.4-1.0
;;;to: Low Sitting Happy;low_lying_sad_to_low_sitting_happy;Transition;Low, Happy, Sitting;;;0.72-1.0;0.4-1.0
;Bored;Standing;idle;low_standing_bored_idle;Idle;;high_standing_determined_body_lookat, high_standing_determined_head_lookat;;0.72-1.0;0.4-1.0
;;;enter back;low_standing_bored_enter_back;Enter;;;;0.72-1.0;0.4-1.0
;;;enter front;low_standing_bored_enter_frontal;Enter;;;;0.72-1.0;0.4-1.0
;;;enter left;low_standing_bored_enter_leftside;Enter;;;;0.72-1.0;0.4-1.0
;;;enter right;low_standing_bored_enter_rightside;Enter;;;;0.72-1.0;0.4-1.0
;;;exit back;low_standing_bored_exit_back;Exit;;;;0.72-1.0;0.4-1.0
;;;exit front;low_standing_bored_exit_frontal;Exit;;;;0.72-1.0;0.4-1.0
;;;exit left;low_standing_bored_exit_leftside;Exit;;;;0.72-1.0;0.4-1.0
;;;turn 180 left;low_standing_bored_turn180_left;Move, Gesture;;;;0.72-1.0;0.4-1.0
;;;turn 180 right;low_standing_bored_turn180_right;Move, Gesture;;;;0.72-1.0;0.4-1.0
;;;turn 90 left;low_standing_bored_turn90_left;Move, Gesture;;;;0.72-1.0;0.4-1.0
;;;turn 90 right;low_standing_bored_turn90_right;Move, Gesture;;;;0.72-1.0;0.4-1.0
;;;clap once;low_standing_bored_gesture_clap;Gesture;;;;0.72-1.0;0.4-1.0
;;;eat sweets;low_standing_bored_gesture_eat_sweets;Gesture;;;;0.72-1.0;0.4-1.0
;;;explain 01;low_standing_bored_gesture_explain_01;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;explain 02;low_standing_bored_gesture_explain_02;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;explain 03;low_standing_bored_gesture_explain_03;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;question 01;low_standing_bored_gesture_question_01;Gesture;;;Talk, Question;0.72-1.0;0.4-1.0
;;;question 02;low_standing_bored_gesture_question_02;Gesture;;;Talk, Question;0.72-1.0;0.4-1.0
;;;question 03;low_standing_bored_gesture_question_03;Gesture;;;Talk, Question;0.72-1.0;0.4-1.0
;;;eat sweets;low_standing_bored_gesture_eat_sweets;Gesture;;;;0.72-1.0;0.4-1.0
;;;lean right;low_standing_bored_gesture_lean_right;Gesture;;;;0.72-1.0;0.4-1.0
;;;storytelling 01;low_standing_bored_gesture_storytelling_01;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;storytelling 02;low_standing_bored_gesture_storytelling_02;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;storytelling 03;low_standing_bored_gesture_storytelling_03;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;storytelling 04;low_standing_bored_gesture_storytelling_04;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;decline 01;low_standing_bored_gesture_decline_01;Gesture;;;;0.72-1.0;0.4-1.0
;;;decline 02;low_standing_bored_gesture_decline_02;Gesture;;;Talk, Listen;0.72-1.0;0.4-1.0
;;;show right;low_standing_bored_gesture_show_right;Gesture;;;;0.72-1.0;0.4-1.0
;;;disapointment;low_standing_bored_gesture_disapointment;Gesture;;;;0.72-1.0;0.4-1.0
;;;kick ground;low_standing_bored_gesture_kick_ground;Gesture;;;Talk, Listen;0.72-1.0;0.4-1.0
;;;fix belt;low_standing_bored_gesture_fix_belt;Gesture;;;;0.72-1.0;0.4-1.0
;;;open voice bottle;low_standing_bored_gesture_open_voice_bottle;Gesture;;;;0.72-1.0;0.4-1.0
;;;scratch neck;low_standing_bored_gesture_scratch_neck;Gesture;;;Talk, Listen;0.72-1.0;0.4-1.0
;;;yuck;low_standing_bored_gesture_yuck;Gesture;;;;0.72-1.0;0.4-1.0
;;;weight shift 1;low_standing_bored_gesture_weight_shift_1;Gesture;;;Talk, Listen;0.72-1.0;0.4-1.0
;;;weight shift 2;low_standing_bored_gesture_weight_shift_2;Gesture;;;Talk, Listen;0.72-1.0;0.4-1.0
;;;weight shift extreme;low_standing_bored_gesture_weight_shift_extreme;Gesture;;;Talk, Listen;0.72-1.0;0.4-1.0
;;;to: Low Sitting Sad;low_standing_bored_to_low_sitting_sad;Transition;Low, Sad, Sitting;;;0.72-1.0;0.4-1.0
;;Sitting;idle;low_sitting_bored_idle;Idle;;low_sitting_sad_body_lookat, low_sitting_sad_head_lookat;;0.72-1.0;0.4-1.0
;;;up to: Low Standing Determined;low_sitting_bored_up_to_low_standing_determined;Transition;Low, Determined, Standing;;;0.72-1.0;0.4-1.0
;;;to: Low Standing Determined;low_sitting_bored_to_low_standing_determined;Transition;Low, Determined, Standing;;;0.72-1.0;0.4-1.0
;;;hug left;low_sitting_bored_gesture_hug_left;Gesture;;;;0.72-1.0;0.4-1.0
;;Standing Leaning;idle;low_standing_leaning_bored_idle ;Idle;;high_standing_determined_body_lookat, high_standing_determined_head_lookat;;0.72-1.0;0.4-1.0
;;;xxx;xxx;;;;;0.72-1.0;0.4-1.0
;;Sitting Leaning;idle;low_sitting_leaning_bored_idle ;Idle;;low_sitting_sad_body_lookat, low_sitting_sad_head_lookat;;0.72-1.0;0.4-1.0
;;;xxx;xxx;;;;;0.72-1.0;0.4-1.0
;;Sitting Ground;idle;low_sitting_ground_bored_idle;Idle;;low_sitting_sad_body_lookat, low_sitting_sad_head_lookat;;0.72-1.0;0.4-1.0
;;;question 01;low_sitting_bored_gesture_question_01;Gesture;;;Talk, Question;0.72-1.0;0.4-1.0
;;;to: Low Standing Determined;low_sitting_ground_bored_to_low_standing_determined;Transition;Low, Determined, Standing;;;0.72-1.0;0.4-1.0
;;Sitting Ground Leaning Back;idle;low_sitting_ground_leaning_back_bored_idle;Idle;;low_sitting_ground_leaning_back_bored_body_lookat, low_sitting_ground_leaning_back_bored_head_lookat;;0.72-1.0;0.4-1.0
;;;slight explain 01;low_sitting_ground_leaning_back_bored_gesture_slight_explain_01;Gesture;;;Talk, Question;0.72-1.0;0.4-1.0
;;;point forward;low_sitting_ground_leaning_back_bored_gesture_point_forward;Gesture;;;;0.72-1.0;0.4-1.0
;;;hit by stone;low_sitting_leaning_back_bored_gesture_hit_by_stone;Gesture;;;;0.72-1.0;0.4-1.0
;;;try to get up drunk;low_sitting_leaning_back_bored_gesture_try_to_get_up_drunk;Gesture;;;;0.72-1.0;0.4-1.0
;;;weight shift 01;low_sitting_ground_leaning_back_bored_weight_shift_01;Gesture;;;;0.72-1.0;0.4-1.0
;;;to: High Standing Leaning Back Determined;low_sitting_ground_leaning_back_bored_to_high_standing_leaning_back_determined;Transition;High, Determined, Standing Leaning Back;;;0.72-1.0;0.4-1.0
;;;to: Low Sitting Ground Leaning Back Hold Shotglass;low_sitting_ground_leaning_back_bored_to_hold_shotglass;Transition;Low, Bored, Sitting Ground Leaning Back Hold Shotglass;;;0.72-1.0;0.72-1.0
;;;from chair to: High Standing2 Determined;low_sitting_ground_leaning_back_bored_to_high_standing2_determined_from_chair;Transition;High, Determined, Standing2;;;0.72-1.0;0.4-1.0
;;;drunk additive, idle;low_sitting_leaning_back_bored_drunk_additive;Gesture;;;;0.72-1.0;0.4-1.0
;;Sitting Ground Leaning Back Hold Shotglass;idle;low_sitting_ground_leaning_back_bored_shotglass_idle;Idle;;low_sitting_ground_leaning_back_body_lookat, low_sitting_ground_leaning_back_head_lookat;;0.72-1.0;0.4-1.0
;;;drink vodka;low_sitting_ground_leaning_back_bored_shotglass_gesture_drink;Gesture;;;;0.72-1.0;0.4-1.0
;;;to: Low Sitting Ground Leaning Back;low_sitting_ground_leaning_back_bored_shotglass_to_bored;Transition;Low, Bored, Sitting Ground Leaning Back;;;0.72-1.0;0.4-1.0
;;Kneeling;xxx;xxx;;;;;0.72-1.0;0.4-1.0
;;;xxx;xxx;;;;;0.72-1.0;0.4-1.0
;;Laying;xxx;xxx;;;;;0.72-1.0;0.4-1.0
;;;xxx;xxx;;;;;0.72-1.0;0.4-1.0
;Sleeping;Sitting Ground Leaning Back;idle;low_sitting_ground_leaning_back_sleeping_idle;Idle;;low_sitting_ground_leaning_back_body_lookat, low_sitting_ground_leaning_back_head_lookat;;0.72-1.0;0.4-1.0
;Paralyzed;Standing;idle;low_standing_paralyzed_idle;Idle;;low_standing_aggressive_body_lookat, low_standing_aggressive_head_lookat;;0.72-1.0;0.4-1.0
;;;explain 01;low_standing_paralyzed_gesture_explain_01;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;explain 02;low_standing_paralyzed_gesture_explain_02;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;question 01;low_standing_paralyzed_gesture_question_01;Gesture;;;Talk, Question;0.72-1.0;0.4-1.0
;;;question 02;low_standing_paralyzed_gesture_question_02;Gesture;;;Talk, Question;0.72-1.0;0.4-1.0
;;;question 03;low_standing_paralyzed_gesture_question_03;Gesture;;;Talk, Question;0.72-1.0;0.4-1.0
;;;look over right;low_standing_paralyzed_gesture_look_over_right;Gesture;;;;0.72-1.0;0.4-1.0
;;;decline;low_standing_paralyzed_gesture_decline;Gesture;;;Shout;0.72-1.0;0.4-1.0
;;;to: Low Lying Dead;low_standing_paralyzed_die_to_low_lying_dead;Transition;Low, Dead, Lying;;;0.72-1.0;0.4-1.0
;Eating;Sitting Leaning;idle;low_sitting_leaning_eating_idle;Idle;;high_standing_determined_body_lookat, high_standing_determined_head_lookat;;0.72-1.0;0.4-1.0
Add;Add;Add;Walk Calm Behind And Back;add_walk_calm_behind_and_back;Add;;;;0.72-1.0;0.4-1.0
;;;Walk Calm Left And Back;add_walk_calm_left_and_back;Add;;;;0.72-1.0;0.4-1.0
;;;Walk Calm Right And Back;add_walk_calm_right_and_back;Add;;;;0.72-1.0;0.4-1.0
;;;Walk Energetic Left And Back;add_walk_energetic_left_and_back;Add;;;;0.72-1.0;0.4-1.0
;;;Walk Energetic Right And Back;add_walk_energetic_right_and_back;Add;;;;0.72-1.0;0.4-1.0
;;;Walk Left 90, 1 step;add_walk_left_one_step_turn_90;Add;;;;0.72-1.0;0.4-1.0
;;;Walk Left 90, 2 steps;add_walk_left_two_steps_turn_90;Add;;;;0.72-1.0;0.4-1.0
;;;Walk Left 90, 3 steps;add_walk_left_three_steps_turn_90;Add;;;;0.72-1.0;0.4-1.0
;;;Walk Right 90, 1 step;add_walk_right_one_step_turn_90;Add;;;;0.72-1.0;0.4-1.0
;;;Walk Right 90, 2 steps;add_walk_right_two_steps_turn_90;Add;;;;0.72-1.0;0.4-1.0
;;;Walk Right 90, 3 steps;add_walk_right_three_steps_turn_90;Add;;;;0.72-1.0;0.4-1.0
;;;Walk Forward, 1 step, Casual;add_walk_one_step_forward_casual;Add;;;;0.72-1.0;0.4-1.0
;;;Walk Forward, 2 steps, Casual;add_walk_two_steps_forward_casual;Add;;;;0.72-1.0;0.4-1.0
;;;Walk Forward, 3 steps, Casual;add_walk_three_steps_forward_casual;Add;;;;0.72-1.0;0.4-1.0
;;;Walk Back, 1 step, Casual;add_walk_one_step_back_casual;Add;;;;0.72-1.0;0.4-1.0
;;;Walk Back, 2 steps, Casual;add_walk_two_steps_back_casual;Add;;;;0.72-1.0;0.4-1.0
;;;Walk Back, 3 steps, Casual;add_walk_three_steps_back_casual;Add;;;;0.72-1.0;0.4-1.0
;;;Walk Forward, 1 step, Highborn;add_walk_one_step_forward_highborn;Add;;;;0.72-1.0;0.4-1.0
;;;Walk Forward, 2 steps, Highborn;add_walk_two_steps_forward_highborn;Add;;;;0.72-1.0;0.4-1.0
;;;Walk Forward, 3 steps, Highborn;add_walk_three_steps_forward_highborn;Add;;;;0.72-1.0;0.4-1.0
;;;Walk Back, 1 step, Highborn;add_walk_one_step_back_highborn;Add;;;;0.72-1.0;0.4-1.0
;;;Walk Back, 2 steps, Highborn;add_walk_two_steps_back_highborn;Add;;;;0.72-1.0;0.4-1.0
;;;Walk Back, 3 steps, Highborn;add_walk_three_steps_back_highborn;Add;;;;0.72-1.0;0.4-1.0
;;;Walk Left 90, 1 step, slow;add_walk_left_one_step_turn_90_highborn;Add;;;;0.72-1.0;0.4-1.0
;;;Walk Left 90, 2 steps, slow;add_walk_left_two_steps_turn_90_highborn;Add;;;;0.72-1.0;0.4-1.0
;;;Walk Left 90, 3 steps, slow;add_walk_left_three_steps_turn_90_highborn;Add;;;;0.72-1.0;0.4-1.0
;;;Walk Right 90, 1 step, slow;add_walk_right_one_step_turn_90_highborn;Add;;;;0.72-1.0;0.4-1.0
;;;Walk Right 90, 2 steps, slow;add_walk_right_two_steps_turn_90_highborn;Add;;;;0.72-1.0;0.4-1.0
;;;Walk Right 90, 3 steps, slow;add_walk_right_three_steps_turn_90_highborn;Add;;;;0.72-1.0;0.4-1.0
;;;weight shift step 01;add_gesture_weight_shift_step_01;Add;;;;0.72-1.0;0.4-1.0
;;;weight shift step 02;add_gesture_weight_shift_step_02;Add;;;;0.72-1.0;0.4-1.0
;;;weight shift step 03;add_gesture_weight_shift_step_03;Add;;;;0.72-1.0;0.4-1.0
;;;weight shift step 04;add_gesture_weight_shift_step_04;Add;;;;0.72-1.0;0.4-1.0
;;;Explain 01;add_gesture_explain_01;Add;;;Talk;0.72-1.0;0.4-1.0
;;;Explain 02;add_gesture_explain_02;Add;;;Talk;0.72-1.0;0.4-1.0
;;;Explain 03;add_gesture_explain_03;Add;;;Talk;0.72-1.0;0.4-1.0
;;;Explain 04;add_gesture_explain_04;Add;;;Talk;0.72-1.0;0.4-1.0
;;;Explain 05;add_gesture_explain_05;Add;;;Talk;0.72-1.0;0.4-1.0
;;;Explain 06;add_gesture_explain_06;Add;;;Talk;0.72-1.0;0.4-1.0
;;;Explain 07;add_gesture_explain_07;Add;;;Talk;0.72-1.0;0.4-1.0
;;;Explain 08;add_gesture_explain_08;Add;;;Talk;0.72-1.0;0.4-1.0
;;;Explain 09;add_gesture_explain_09;Add;;;Talk;0.72-1.0;0.4-1.0
;;;Explain 10;add_gesture_explain_10;Add;;;Talk;0.72-1.0;0.4-1.0
;;;Explain 11;add_gesture_explain_11;Add;;;Talk;0.72-1.0;0.4-1.0
;;;Explain 12;add_gesture_explain_12;Add;;;Talk;0.72-1.0;0.4-1.0
;;;Explain 13;add_gesture_explain_13;Add;;;Talk;0.72-1.0;0.4-1.0
;;;explain slight 01;add_gesture_slight_explain_01;Add;;;Talk;0.72-1.0;0.4-1.0
;;;explain slight 02;add_gesture_slight_explain_02;Add;;;Talk;0.72-1.0;0.4-1.0
;;;explain slight 03;add_gesture_slight_explain_03;Add;;;Talk;0.72-1.0;0.4-1.0
;;;explain slight 04;add_gesture_slight_explain_04;Add;;;Talk;0.72-1.0;0.4-1.0
;;;explain slight 05;add_gesture_slight_explain_05;Add;;;Talk;0.72-1.0;0.4-1.0
;;;explain slight 06;add_gesture_slight_explain_06;Add;;;Talk;0.72-1.0;0.4-1.0
;;;explain slight 07;add_gesture_slight_explain_07;Add;;;Talk;0.72-1.0;0.4-1.0
;;;Question 01;add_gesture_question_01;Add;;;Question, Talk;0.72-1.0;0.4-1.0
